"year","state","n_jobs"
2015,"Oklahoma",5
2015,"Oregon",38
2015,"Pennsylvania",78
2015,"Rhode Island",7
2015,"South Carolina",4
2015,"Tennessee",28
2015,"Texas",187
2015,"Utah",5
2015,"Vermont",1
2015,"Virginia",93
2015,"Washington",60
2015,"Washington, D.C.",35
2015,"West Virginia",1
2015,"Wisconsin",22
2015,"empty",8
2016,"Alabama",373
2016,"Alaska",24
2016,"Arizona",802
2016,"Arkansas",129
2016,"California",6510
2016,"Colorado",1142
2016,"Connecticut",733
2016,"Delaware",200
2016,"Florida",1667
2016,"Georgia",1377
2016,"Hawaii",73
2016,"Idaho",118
2016,"Illinois",1966
2016,"Indiana",463
2016,"Iowa",277
2016,"Kansas",292
2016,"Kentucky",271
2016,"Louisiana",177
2016,"Maine",86
2016,"Maryland",1980
2016,"Massachusetts",2513
2016,"Michigan",1040
2016,"Minnesota",1503
2016,"Mississippi",103
2016,"Missouri",1037
2016,"Montana",39
2016,"Nebraska",235
2016,"Nevada",169
2016,"New Hampshire",187
2016,"New Jersey",1883
2016,"New Mexico",138
2016,"New York",2581
2016,"North Carolina",1390
2016,"North Dakota",35
2016,"Ohio",1140
2016,"Oklahoma",125
2016,"Oregon",501
2016,"Pennsylvania",1678
2016,"Rhode Island",157
2016,"South Carolina",334
2016,"South Dakota",54
2016,"Tennessee",561
2016,"Texas",2649
2016,"Utah",445
2016,"Vermont",36
2016,"Virginia",3063
2016,"Washington",1232
2016,"Washington, D.C.",1004
2016,"West Virginia",104
2016,"Wisconsin",623
2016,"Wyoming",22
2016,"empty",500
2017,"Alabama",1251
2017,"Alaska",109
2017,"Arizona",2994
2017,"Arkansas",459
2017,"California",22989
2017,"Colorado",4144
2017,"Connecticut",2009
2017,"Delaware",702
2017,"Florida",6133
2017,"Georgia",4507
2017,"Hawaii",186
2017,"Idaho",370
2017,"Illinois",6703
2017,"Indiana",1433
2017,"Iowa",1193
2017,"Kansas",782
2017,"Kentucky",781
2017,"Louisiana",623
2017,"Maine",228
2017,"Maryland",5821
2017,"Massachusetts",7271
2017,"Michigan",3450
2017,"Minnesota",3541
2017,"Mississippi",286
2017,"Missouri",2851
2017,"Montana",106
2017,"Nebraska",659
2017,"Nevada",542
2017,"New Hampshire",591
2017,"New Jersey",6225
2017,"New Mexico",502
2017,"New York",9869
2017,"North Carolina",4934
2017,"North Dakota",104
2017,"Ohio",4301
2017,"Oklahoma",534
2017,"Oregon",2005
2017,"Pennsylvania",5241
2017,"Rhode Island",468
2017,"South Carolina",1109
2017,"South Dakota",159
2017,"Tennessee",1714
2017,"Texas",9831
2017,"Utah",1383
2017,"Vermont",128
2017,"Virginia",9220
2017,"Washington",4638
2017,"Washington, D.C.",3060
2017,"West Virginia",232
2017,"Wisconsin",1948
2017,"Wyoming",45
2017,"empty",1461
2018,"Alabama",1338
2018,"Alaska",91
2018,"Arizona",3001
2018,"Arkansas",554
2018,"California",28169
2018,"Colorado",4714
2018,"Connecticut",1987
2018,"Delaware",645
2018,"Florida",6184
2018,"Georgia",4924
2018,"Hawaii",204
2018,"Idaho",409
2018,"Illinois",6982
2018,"Indiana",1740
2018,"Iowa",1207
2018,"Kansas",735
2018,"Kentucky",774
2018,"Louisiana",589
2018,"Maine",245
2018,"Maryland",5924
2018,"Massachusetts",8346
2018,"Michigan",3835
2018,"Minnesota",3381
2018,"Mississippi",335
2018,"Missouri",2814
2018,"Montana",165
2018,"Nebraska",641
2018,"Nevada",637
2018,"New Hampshire",649
2018,"New Jersey",5753
2018,"New Mexico",714
2018,"New York",10762
2018,"North Carolina",5248
2018,"North Dakota",155
2018,"Ohio",4247
2018,"Oklahoma",589
2018,"Oregon",1954
2018,"Pennsylvania",6076
2018,"Rhode Island",457
2018,"South Carolina",1095
2018,"South Dakota",182
2018,"Tennessee",1739
2018,"Texas",12281
2018,"Utah",1741
2018,"Vermont",166
2018,"Virginia",9177
2018,"Washington",5071
2018,"Washington, D.C.",2876
2018,"West Virginia",241
2018,"Wisconsin",2019
2018,"Wyoming",70
2018,"empty",1002
2019,"Alabama",1304
2019,"Alaska",84
2019,"Arizona",2082
2019,"Arkansas",412
2019,"California",23877
2019,"Colorado",3659
2019,"Connecticut",1297
2019,"Delaware",378
2019,"Florida",4148
2019,"Georgia",2987
2019,"Hawaii",211
2019,"Idaho",338
2019,"Illinois",4574
2019,"Indiana",1361
2019,"Iowa",820
2019,"Kansas",575
2019,"Kentucky",642
2019,"Louisiana",565
2019,"Maine",227
2019,"Maryland",5298
2019,"Massachusetts",7144
2019,"Michigan",2705
2019,"Minnesota",2189
2019,"Mississippi",273
2019,"Missouri",1969
2019,"Montana",181
2019,"Nebraska",418
2019,"Nevada",571
2019,"New Hampshire",457
2019,"New Jersey",3339
2019,"New Mexico",662
2019,"New York",7718
2019,"North Carolina",3505
2019,"North Dakota",168
2019,"Ohio",3083
2019,"Oklahoma",483
2019,"Oregon",1309
2019,"Pennsylvania",3849
2019,"Rhode Island",313
2019,"South Carolina",698
2019,"South Dakota",165
2019,"Tennessee",1353
2019,"Texas",8328
2019,"Utah",1314
2019,"Vermont",110
2019,"Virginia",7757
2019,"Washington",4936
2019,"Washington, D.C.",2236
2019,"West Virginia",206
2019,"Wisconsin",1345
2019,"Wyoming",66
2019,"empty",969
2020,"Alabama",5538
2020,"Alaska",550
2020,"Arizona",11949
2020,"Arkansas",2205
2020,"California",107736
2020,"Colorado",19058
2020,"Connecticut",5948
2020,"Delaware",1894
2020,"Florida",21116
2020,"Georgia",16616
2020,"Hawaii",805
2020,"Idaho",1668
2020,"Illinois",22361
2020,"Indiana",5660
2020,"Iowa",4033
2020,"Kansas",3589
2020,"Kentucky",2921
2020,"Louisiana",2277
2020,"Maine",1027
2020,"Maryland",23437
2020,"Massachusetts",29680
2020,"Michigan",11794
2020,"Minnesota",11027
2020,"Mississippi",1193
2020,"Missouri",10015
2020,"Montana",773
2020,"Nebraska",2761
2020,"Nevada",2588
2020,"New Hampshire",2037
2020,"New Jersey",16818
2020,"New Mexico",2535
2020,"New York",32561
2020,"North Carolina",21015
2020,"North Dakota",667
2020,"Ohio",14712
2020,"Oklahoma",2481
2020,"Oregon",7343
2020,"Pennsylvania",19203
2020,"Rhode Island",1887
2020,"South Carolina",3802
2020,"South Dakota",619
2020,"Tennessee",7190
2020,"Texas",49746
2020,"Utah",6796
2020,"Vermont",587
2020,"Virginia",36376
2020,"Washington",21448
2020,"Washington, D.C.",10996
2020,"West Virginia",854
2020,"Wisconsin",6834
2020,"Wyoming",383
2020,"empty",10892
2021,"Alabama",21505
2021,"Alaska",2299
2021,"Arizona",55196
2021,"Arkansas",9395
2021,"California",422500
2021,"Colorado",69495
2021,"Connecticut",28111
2021,"Delaware",8682
2021,"Florida",101750
2021,"Georgia",80935
2021,"Hawaii",3201
2021,"Idaho",7869
2021,"Illinois",106589
2021,"Indiana",26824
2021,"Iowa",16378
2021,"Kansas",14926
2021,"Kentucky",13300
2021,"Louisiana",11253
2021,"Maine",4672
2021,"Maryland",86715
2021,"Massachusetts",129613
2021,"Michigan",52695
2021,"Minnesota",43655
2021,"Mississippi",5394
2021,"Missouri",39488
2021,"Montana",4071
2021,"Nebraska",12072
2021,"Nevada",12911
2021,"New Hampshire",10799
2021,"New Jersey",86216
2021,"New Mexico",9667
2021,"New York",162299
2021,"North Carolina",87806
2021,"North Dakota",4267
2021,"Ohio",63244
2021,"Oklahoma",11822
2021,"Oregon",34652
2021,"Pennsylvania",79887
2021,"Rhode Island",10647
2021,"South Carolina",17088
2021,"South Dakota",4351
2021,"Tennessee",31882
2021,"Texas",238543
2021,"Utah",29404
2021,"Vermont",3665
2021,"Virginia",126626
2021,"Washington",89626
2021,"Washington, D.C.",39104
2021,"West Virginia",5007
2021,"Wisconsin",29625
2021,"Wyoming",2501
2021,"empty",89061
2022,"Alabama",29976
2022,"Alaska",3704
2022,"Arizona",67794
2022,"Arkansas",13659
2022,"California",544228
2022,"Colorado",91596
2022,"Connecticut",39576
2022,"Delaware",14613
2022,"Florida",142483
2022,"Georgia",117035
2022,"Hawaii",5502
2022,"Idaho",11306
2022,"Illinois",140355
2022,"Indiana",41163
2022,"Iowa",20873
2022,"Kansas",20605
2022,"Kentucky",18207
2022,"Louisiana",15564
2022,"Maine",7766
2022,"Maryland",108522
2022,"Massachusetts",155063
2022,"Michigan",77197
2022,"Minnesota",57771
2022,"Mississippi",8084
2022,"Missouri",58699
2022,"Montana",6183
2022,"Nebraska",16241
2022,"Nevada",18387
2022,"New Hampshire",13460
2022,"New Jersey",132850
2022,"New Mexico",15498
2022,"New York",216065
2022,"North Carolina",125175
2022,"North Dakota",5719
2022,"Ohio",92513
2022,"Oklahoma",17740
2022,"Oregon",40777
2022,"Pennsylvania",113811
2022,"Rhode Island",13150
2022,"South Carolina",25485
2022,"South Dakota",5205
2022,"Tennessee",44882
2022,"Texas",338751
2022,"Utah",37262
2022,"Vermont",4627
2022,"Virginia",163620
2022,"Washington",122323
2022,"Washington, D.C.",51188
2022,"West Virginia",6523
2022,"Wisconsin",41432
2022,"Wyoming",3149
2022,"empty",270277
2023,"Alabama",22154
2023,"Alaska",3272
2023,"Arizona",41937
2023,"Arkansas",9636
2023,"California",286950
2023,"Colorado",54389
2023,"Connecticut",26500
2023,"Delaware",9098
2023,"Florida",96219
2023,"Georgia",82256
2023,"Hawaii",3917
2023,"Idaho",6555
2023,"Illinois",89022
2023,"Indiana",30739
2023,"Iowa",17027
2023,"Kansas",13089
2023,"Kentucky",12190
2023,"Louisiana",9712
2023,"Maine",5259
2023,"Maryland",76597
2023,"Massachusetts",88732
2023,"Michigan",53848
2023,"Minnesota",35924
2023,"Mississippi",6154
2023,"Missouri",37651
2023,"Montana",4543
2023,"Nebraska",10835
2023,"Nevada",11338
2023,"New Hampshire",9245
2023,"New Jersey",95037
2023,"New Mexico",10316
2023,"New York",127020
2023,"North Carolina",84985
2023,"North Dakota",3328
2023,"Ohio",65662
2023,"Oklahoma",11815
2023,"Oregon",20321
2023,"Pennsylvania",76948
2023,"Rhode Island",7953
2023,"South Carolina",18519
2023,"South Dakota",3362
2023,"Tennessee",28549
2023,"Texas",222327
2023,"Utah",22144
2023,"Vermont",2756
2023,"Virginia",122574
2023,"Washington",59528
2023,"Washington, D.C.",35360
2023,"West Virginia",3868
2023,"Wisconsin",27813
2023,"Wyoming",1760
2023,"empty",191119
2024,"Alabama",18499
2024,"Alaska",3887
2024,"Arizona",38570
2024,"Arkansas",10855
2024,"California",268845
2024,"Colorado",45300
2024,"Connecticut",22927
2024,"Delaware",9990
2024,"Florida",81110
2024,"Georgia",66889
2024,"Hawaii",6457
2024,"Idaho",6431
2024,"Illinois",76433
2024,"Indiana",51032
2024,"Iowa",14322
2024,"Kansas",12608
2024,"Kentucky",9907
2024,"Louisiana",9462
2024,"Maine",5266
2024,"Maryland",68705
2024,"Massachusetts",78532
2024,"Michigan",42610
2024,"Minnesota",31461
2024,"Mississippi",5952
2024,"Missouri",29484
2024,"Montana",4737
2024,"Nebraska",9687
2024,"Nevada",9402
2024,"New Hampshire",9499
2024,"New Jersey",68362
2024,"New Mexico",8198
2024,"New York",108898
2024,"North Carolina",65547
2024,"North Dakota",3650
2024,"Ohio",58426
2024,"Oklahoma",11291
2024,"Oregon",18370
2024,"Pennsylvania",64772
2024,"Rhode Island",6953
2024,"South Carolina",19139
2024,"South Dakota",3460
2024,"Tennessee",25248
2024,"Texas",190064
2024,"Utah",18287
2024,"Vermont",2669
2024,"Virginia",114452
2024,"Washington",71004
2024,"Washington, D.C.",30260
2024,"West Virginia",3635
2024,"Wisconsin",22913
2024,"Wyoming",2130
2024,"empty",171572
2025,"Alabama",119
2025,"Alaska",20
2025,"Arizona",192
2025,"Arkansas",77
2025,"California",1386
2025,"Colorado",304
2025,"Connecticut",116
2025,"Delaware",43
2025,"Florida",482
2025,"Georgia",361
2025,"Hawaii",34
2025,"Idaho",28
2025,"Illinois",430
2025,"Indiana",356
2025,"Iowa",67
2025,"Kansas",58
2025,"Kentucky",52
2025,"Louisiana",45
2025,"Maine",44
2025,"Maryland",359
2025,"Massachusetts",535
2025,"Michigan",271
2025,"Minnesota",244
2025,"Mississippi",15
2025,"Missouri",192
2025,"Montana",20
2025,"Nebraska",64
2025,"Nevada",47
2025,"New Hampshire",32
2025,"New Jersey",378
2025,"New Mexico",43
2025,"New York",801
2025,"North Carolina",325
2025,"North Dakota",19
2025,"Ohio",409
2025,"Oklahoma",68
2025,"Oregon",102
2025,"Pennsylvania",377
2025,"Rhode Island",48
2025,"South Carolina",121
2025,"South Dakota",15
2025,"Tennessee",152
2025,"Texas",1110
2025,"Utah",101
2025,"Vermont",11
2025,"Virginia",593
2025,"Washington",365
2025,"Washington, D.C.",154
2025,"West Virginia",20
2025,"Wisconsin",152
2025,"Wyoming",7
2025,"empty",897
